0, 0.4983, 6.243
1, 0.5001, 1.204
2, 0.4979, 0.412
3, 0.4856, 0.433
4, 0.4641, 0.402
5, 0.4800, 0.408
6, 0.4815, 0.422
7, 0.5006, 0.416
8, 0.5290, 0.423
9, 0.4946, 0.448
10, 0.5267, 0.423
11, 0.5155, 2.909
12, 0.4869, 3.713
13, 0.4840, 12.413
14, 0.4968, 0.440
15, 0.4853, 0.459
16, 0.4558, 0.470
17, 0.5664, 0.452
18, 0.4808, 0.489
19, 0.5019, 0.453
20, 0.5213, 0.416
21, 0.5067, 0.422
22, 0.4894, 0.452
23, 0.4815, 0.416
24, 0.5353, 0.430
25, 0.4998, 0.423
26, 0.5407, 0.427
27, 0.5201, 0.422
28, 0.4902, 0.426
29, 0.5016, 0.603
30, 0.5049, 7.249
31, 0.4962, 7.845
32, 0.4919, 0.416
33, 0.5061, 0.446
34, 0.5184, 0.409
35, 0.5106, 0.422
36, 0.5083, 1.895
37, 0.4797, 0.454
38, 0.5038, 0.481
39, 0.5037, 0.427
40, 0.5049, 0.416
41, 0.5024, 0.430
42, 0.5015, 0.439
43, 0.4914, 0.434
44, 0.5067, 0.459
45, 0.4922, 0.428
46, 0.4979, 0.421
47, 0.5020, 6.541
48, 0.4876, 0.403
49, 0.4965, 0.398
50, 0.5095, 0.452
51, 0.4982, 0.427
52, 0.4994, 0.432
53, 0.4986, 0.409
54, 0.4922, 0.464
55, 0.5069, 0.411
56, 0.5043, 0.442
57, 0.4998, 0.449
58, 0.4958, 0.430
59, 0.4986, 0.424
60, 0.4840, 0.416
61, 0.5025, 0.437
62, 0.5001, 0.427
63, 0.5122, 7.867
64, 0.5097, 0.413
65, 0.5008, 0.428
66, 0.4827, 0.420
67, 0.4836, 0.444
68, 0.5047, 0.426
69, 0.4997, 0.416
70, 0.4709, 3.455
71, 0.4960, 0.414
72, 0.4620, 0.436
73, 0.4787, 0.430
74, 0.5161, 0.429
75, 0.5108, 0.405
76, 0.5065, 0.437
77, 0.5013, 0.452
78, 0.5249, 5.552
79, 0.4892, 0.413
80, 0.4963, 0.441
81, 0.5082, 0.430
82, 0.4919, 0.447
83, 0.4849, 0.445
84, 0.5042, 0.447
85, 0.5160, 0.448
86, 0.5058, 0.421
87, 0.4714, 0.423
