Iter: 1, Loss: 0.9985, GradNorm: 1.05, IterationTime: 1.847
Iter: 2, Loss: 0.9987, GradNorm: 0.18, IterationTime: 0.471
Iter: 3, Loss: 1.0001, GradNorm: 0.11, IterationTime: 0.467
Iter: 4, Loss: 0.9997, GradNorm: 0.09, IterationTime: 0.465
Iter: 5, Loss: 0.9836, GradNorm: 0.08, IterationTime: 0.466
Iter: 6, Loss: 1.0060, GradNorm: 0.09, IterationTime: 0.464
Iter: 7, Loss: 1.0186, GradNorm: 0.09, IterationTime: 0.464
Iter: 8, Loss: 0.9918, GradNorm: 0.08, IterationTime: 0.465
Iter: 9, Loss: 1.0148, GradNorm: 0.08, IterationTime: 0.472
Iter: 10, Loss: 1.0259, GradNorm: 0.07, IterationTime: 0.463
Iter: 11, Loss: 1.0207, GradNorm: 0.06, IterationTime: 0.466
Iter: 12, Loss: 0.9986, GradNorm: 0.05, IterationTime: 0.470
Iter: 13, Loss: 1.0024, GradNorm: 0.04, IterationTime: 0.469
Iter: 14, Loss: 0.9971, GradNorm: 0.04, IterationTime: 0.471
Iter: 15, Loss: 0.9883, GradNorm: 0.03, IterationTime: 0.467
Iter: 16, Loss: 1.0027, GradNorm: 0.03, IterationTime: 0.466
Iter: 17, Loss: 0.9980, GradNorm: 0.03, IterationTime: 0.467
Iter: 18, Loss: 0.9882, GradNorm: 0.03, IterationTime: 0.468
Iter: 19, Loss: 1.0152, GradNorm: 0.03, IterationTime: 0.468
Iter: 20, Loss: 1.0184, GradNorm: 0.03, IterationTime: 0.465
Iter: 21, Loss: 0.9815, GradNorm: 0.03, IterationTime: 0.469
Iter: 22, Loss: 0.9794, GradNorm: 0.03, IterationTime: 0.466
Iter: 23, Loss: 0.9870, GradNorm: 0.03, IterationTime: 0.468
Iter: 24, Loss: 0.9941, GradNorm: 0.03, IterationTime: 0.467
Iter: 25, Loss: 0.9797, GradNorm: 0.03, IterationTime: 0.466
Iter: 26, Loss: 1.0329, GradNorm: 0.03, IterationTime: 0.466
Iter: 27, Loss: 1.0238, GradNorm: 0.03, IterationTime: 0.469
Iter: 28, Loss: 0.9854, GradNorm: 0.03, IterationTime: 0.468
Iter: 29, Loss: 0.9882, GradNorm: 0.03, IterationTime: 0.469
Iter: 30, Loss: 0.9909, GradNorm: 0.03, IterationTime: 0.468
Iter: 31, Loss: 0.9835, GradNorm: 0.03, IterationTime: 0.466
Iter: 32, Loss: 1.0070, GradNorm: 0.04, IterationTime: 0.468
Iter: 33, Loss: 1.0008, GradNorm: 0.04, IterationTime: 0.465
Iter: 34, Loss: 0.9811, GradNorm: 0.04, IterationTime: 0.465
